Applicant.ID,text,City,State.Name,Latitude,Longitude
73,cashier lunas mexican tradition,Oxnard,California,34.19766235,-119.1759491
74,bookseller barnes noble booksellerslegal clerical assistant cbsj financial corp,San Bruno,California,37.62727737,-122.41614532
75,cashier forevercashier mcdonalds,San Francisco,California,37.78007889,-122.42015839
76,,San Francisco,California,37.78007889,-122.42015839
77,nan andela mexican restaurant,San Francisco,California,37.78007889,-122.42015839
78,impact team member abercrombie fitch help maintain merchandise flow work fill present store standards stockroom back stock merchandise perform various task include interact costumers operate scan systems merchandise,Emeryville,California,37.83119965,-122.28581238
83,cashier morning brew cafe,San Francisco,California,37.78007889,-122.42015839
84,tutor south county cal soaphost cashier gilroy garden family theme park,Gilroy,California,37.00536728,-121.57352448
86,none none none,San Francisco,California,37.78007889,-122.42015839
88,sales associate macys inc,San Francisco,California,37.78007889,-122.42015839
89,healthcare specialist combat medic army clinical field medicine healthcare education food medicine distribution assistant line medic front line personnel healthcare information systems data entry medical supply maintenance govt secret clearanceclerk helper gelsons market customer service front desk customer assistance stockroom maintenance elderly disable customer product assistance schedule management assistant,Ft. Stewart,Georgia,31.87458611,-81.62516785
93,organizer helper ilene holtzberg,San Francisco,California,37.78007889,-122.42015839
95,receptionist vector companysales representative vector companyvendor pretzel stand,San Francisco,California,37.78007889,-122.42015839
96,cashier honey berry greet people introduce recommend food items menu take order pos phone take clean table put away platreceptionist ccsf duplicatiing greet professors faculty staffcashiet waiter miss saigon place table customers provide water tea sit take order customers pos system,SAN FRANCISCO,California,37.78007889,-122.42015839
102,teachers assistant oshman family jcc,Palo Alto,California,37.44510269,-122.16036224
103,sales associate lombardi sportwaitress cashier cafe bunn,San Francisco,California,37.78007889,-122.42015839
109,manager ismail amiroffice assistant zakiyyah shaheedchild care associate juanita evans,Oakland,California,37.80482864,-122.2724762
110,waitress quickly,San Francisco,California,37.78007889,-122.42015839
111,cashier jone,San Francisco,California,37.78007889,-122.42015839
113,sales representative victorias secret,Cerritos,California,33.86578369,-118.0663681
117,waitress ichibanfloor captain daikanyamawaitress yarukimanman,Indianapolis,Indiana,39.76845169,-86.15621185
118,cashier thrifty thrift,Bakersfield,California,35.37340546,-119.01891327
120,intern cbs radio uzette salazar,San Francisco,California,37.78007889,-122.42015839
124,cashier new york companycashier best buy,Dublin,California,37.71008301,-121.92700195
126,server total success,San Bruno,California,37.62727737,-122.41614532
129,team captain bell tower booktoy associate kmart,Los Angeles,California,34.05223846,-118.24334717
131,telephone banker morgan chasehourly manager ermas bbq southern cuisineshift manager mcdonalds,Rockford,Illinois,42.26680374,-89.08837891
133,crew mcdonaldssupervisor beallsnan benihana,Capitola,California,36.97306824,-121.952034
134,nan cellairismanager fast repairvenetrian blind installer nina blind shade,San Jose,California,37.33479309,-121.88814545
137,shop girl vintage heart tattooindependent child care provider johanna vargas,San Jose,California,37.33479309,-121.88814545
141,customer service anza bookstorefood server festivals maria gubany,Cupertino,California,37.31931305,-122.02926636
143,director operations fantasy hip hop game developermarket nway game,Sunnyvale,California,37.3736763,-122.03657532
145,customer service john mcnamara,San Mateo,California,37.54714966,-122.31439972
146,manager wallbrinks automotive,Everett,Washington,47.97912979,-122.19589233
147,server teskes germania restaurant beer gardenserver bushido izakaya restaurantreceptionist lavande nail spa,San Jose,California,37.33479309,-121.88814545
148,sales associate old navystore clerk roberts bookstorefood clerk panda express,San Jose,California,37.33479309,-121.88814545
149,host cashier food prep beach hut delishift supervisor krispy kreme doughnutssalesfloor target corp,San Jose,California,37.33479309,-121.88814545
151,head lifeguard tyler stetson,Palo Alto,California,37.44510269,-122.16036224
153,photographer brand affinity technologies capture memories experience families group individuals provide passionate high energy customer service every customer interaction responsible proactively engage fan throughout professional collegiate sport entertainment venuesfront desk agent doubletree hotel greet assist guest reservations events check ins checkouts utilize upsell opportunities promote outlets include hotel bar restaurant club specials respond promptly guest inquire request question complaints provide exceptional customer experiencebanker jpmorgan chase exceed monthly quarterly goals proactively sell products service customers refer customers segment partner business lend investment provide branch staff coach guidance core products special program increase team partnership referrals establish maintain professional relationships customer ensure repeat referral businessoperations supervisor washington mutual resolve customer situations effectively deliver best customer service ensure highest level customer satisfaction supervise coach tellers handle various transactions maintain cash control monetary transaction process accord federal regulations,Santa Clara,California,37.3523941,-121.95307922
154,cashier barista tapioca expresscashier hien khanh dakao,San Jose,California,37.33479309,-121.88814545
155,florist katherine giusto,Menlo Park,California,37.45322037,-122.18321991
157,graphic designer green onions supplymulticultural immersion program intern cap,San Jose,California,37.33479309,-121.88814545
161,team member jamba juiceemployee crazy crepe,Santa Clara,California,37.3523941,-121.95307922
164,cashier rosscashier panera breadteam member kohls,Sunnyvale,California,37.3736763,-122.03657532
166,host reposadoshift lead fraiche yogurt,Palo Alto,California,37.44510269,-122.16036224
172,teacher assistant noble elementary,San Jose,California,37.33479309,-121.88814545
174,receptionist ferrari maserati,Redwood City,California,37.48049927,-122.21527863
180,server tgi fridays,Cupertino,California,37.31931305,-122.02926636
184,nan grand hyatt serve water cocktails espresso beverages deliver food beverages hotel room talk guest make sure get service need set morning shift help server bring food table fill host host stand deliver food room din make presentable guest,San Francisco,California,37.78007889,-122.42015839
188,sales associate forever stock clothe greet customers inventory closebeauty advisor macys sell cosmetics work register inventory,Milpitas,California,37.43076324,-121.89751434
192,administrative assistant johnston electrical answer incoming call direct request person print blue print fax bid file data entry mail invoice,San Jose,California,37.33479309,-121.88814545
194,teacher childrens place preschool supervise children age implement curriculum base children learn development assist director whenever need contact parent childs learn development parent teacher conferences,San Carlos,California,37.50373459,-122.26493073
198,phlebotomist tagum doctor hospital obtain blood sample release test result log data,"Tagum City, Philippines",,7.44566298,125.80581665
208,host velocity assist food sales take manage order timely efficient manner promote brand consistency use verbal visual aid corporate standards maintain pleasant enthusiastic appearance suggest current sales discount volunteer help knowledge regard question concern company support front house employees offer beverages bring food table help clean table customer use take record reservations message supervisor continually keep track phone call make sure address timely fashiondigital design intern vox global create design power point presentations flyers event notice infographics web print support development internal mobile web design coverage election attend weekly meet communications team seven people include communications director well designers programmers videographer responsible report status work assist members work need edit revise several client project include infographic work photographic edit format change also design original piece infographics save promise side side client competitive analysis document use obtain endorsement prospective client fulfill administrative duties client house research update via excel powerpoint word photoshop weekly internship meet contributor vox internship blog,Clarendon,Virginia,38.88701248,-77.08824158
210,laboratory assistant marvell nanofabrication laboratory maintain lab chemical supply throughout facilities handle hazardous waste,Berkeley,California,37.8690567,-122.27046204
215,sales person durga market work small supermarket cashier summer,Oakland,California,37.80482864,-122.2724762
219,host reservationist day host night,San Francisco,California,37.78007889,-122.42015839
220,waiter food server jack bistro provide excellent customer service bustle family din establishment maintain composure friendly professional demeanor stressful pressure environment smoothly coordinate service multiple diners simultaneouslycater foodlab cater settings serve cater coordination help kitchen make salads sandwich platters,Oakland,California,37.80482864,-122.2724762
221,service shoe womens specialist penney assist customers seek customerâ need make sure available provide assistance maintain product presentation make adjustments merchandise display replenish products need keep knowledgeable materials size shoe also serve cashier knowledge stationary pos mobile pos systemattractions associate legoland california serve attractions associate operate rid heavy machinery assist guest attractions provide welcome environment maintain cleanliness area attractions morning even shift well file proper count paperwork day,Daly City,California,37.69111252,-122.47222137
223,nan business intelligencedata analytics bedrocket media venturenan socialchorusresearcher human technology evolution hybrid realities,New York,New York,40.71304703,-74.00723267
227,customer service marco retail cashier customer service kiosk sunvalley mall seasonal,Concord,California,37.97910309,-122.03133392
230,server epicurean connection table service cashier service food conferences trade show cook demonstrations food preparation cater service maintenance owner sheana sheana vom com,Sonoma,California,38.29196167,-122.45800018
239,sales associate macys greet customers open close register recovery,San Francisco,California,37.78007889,-122.42015839
240,nan strada server bartender,Palo Alto,California,37.44510269,-122.16036224
244,cashier sandwich maker village market handle cash greet guests make stock shelve clean area make accurate transactions promote upsell also make sandwich pizza food runner make food fast wonderful eat,San Francisco,California,37.78007889,-122.42015839
247,crew member trader joes cashier demo face back stock customer service,San Francisco,California,37.78007889,-122.42015839
249,server palominos server table lunch shift fine din near parkserver busser food runner private event bar tender axis cafe server two table time busy cafe restaurant hour shift private event bar tend skills well,San Francisco,California,37.78007889,-122.42015839
250,nan office aid class high school give work experience customer service mostly secretarial skills answer phone sort mail paperwork etc,San Francisco,,25.6957566,-100.46010395
252,busser dishwasher friar tuck restaurant brian forslund wash dish food prep dishwasher buss table refill water drink serve food take order busser,Nevada City,California,39.26278305,-121.01945496
255,barista mama art cafe experience barista years mama art cafe small family fair trade organic award win cafe also take upon learn basic latte art introduce venue without guidance great experience interact customers often alone tend customers learn perform many task maintain calm perform task efficiently good quality,San Francisco,California,37.78007889,-122.42015839
256,cashier server sagano japanese restaurant take order customers excellent communication customer service skills welcome personality handle bill procedure keep record monetary transactions serve foods drink counter forward kitchen order kitchen staff ensure timely delivery dish,Philippines,California,11.06910992,122.81600189
257,host cashier door person disco volante greet quest arrive check need offer suggestions menu items act security need seat guest appropriate table ring items need,Oakland,California,37.80482864,-122.2724762
266,assistant aviles interpret answer phone bill fill run errands,Altadena,California,34.1856842,-118.1315155
267,waitress restaurant taj mahal welcome guests take order serve food beverage make payments clean table,"Dubrovnik, Croatia, Europe",,42.64189911,18.10648537
271,helper katherine giusto organize order answer phone make flower,Menlo Park,California,37.45322037,-122.18321991
274,supervisor bellagio server take order money handle food runner inventory stock cook panini steak salads maintain cleanliness restaurant,Santa Monica,California,34.01093292,-118.49151611
279,sales associate hollister represent company work cashier handle clothe stock work dress room maintain store deal customers,San Francisco,California,37.78007889,-122.42015839
280,server san ysidro ranch employ five star service standards set lunch dinner seat serve guests memorize relay hotel history knowledge restaurant menu itemsserver lauberge del mar serve hotel restaurant pool banquet adhere high service standards memorize food beverage menus serve guests timely manner,Santa Barbara,California,34.42086792,-119.69834137
282,cashier oak grove high school sell food cafeteria,San Jose,California,37.33479309,-121.88814545
285,bookkeeper administrative assistant nippon trend food service unable attach resume invalid format process payroll quickbooks include customer invoice vendors bill resolve discrepancies handle petty cash liaise cpa office tax payments assist call customers order payments coordinate local deliveries translate docs interpret meet job interview japanese english spanish answer phone greet direct visitors individuals handle ship receive distribute mailbookkeeper part time klein law group manage timeslips process client invoice vendor bill resolve discrepancies reconcile bank account prepare legal form clients oppose counsel law agencies purchase legal docs clients maintain law library,San Jose,California,37.33479309,-121.88814545
287,store sales associate haight solid state sell ship advance light equipment operate store frontcertify sales associate circuit city drive revenue software warranty consumer electronics sales consistently exceed personal corporate quotas,San Francisco,California,37.78007889,-122.42015839
290,gcic terminal operator state board pardon parole enter fugitive warrant parole,Atlanta,Georgia,33.7485466,-84.39150238
292,,San Francisco,California,37.78007889,-122.42015839
297,server quickly inc cashier take order make serve drink tea milktea smoothie food rice beef stew teriyaki chicken bento box fish ball etc clean work environment din space,Fremont,California,37.55020142,-121.98082733
302,bartender dosa prepped house make nectars tonics work busy team bartenders shift make sure drinkers diners receive excellent service barserver citizen cake provide excellent service handle eight table section keep great communication host bartender kitchen provide best din experience possible guest,San Francisco,California,37.78007889,-122.42015839
303,line cook whiskey jack prepare food order prep food line maintain clean sanitize work area open close,Big Sky,Montana,45.26463318,-111.25326538
306,,San Francisco,California,37.78007889,-122.42015839
307,busboy party playhouse serve cildren food clean mess,Daly City,California,37.69111252,-122.47222137
309,bartender casa seafood restaurant bartender,Turlock,California,37.49275208,-120.84894562
313,server cafe bunn server cashier customer service clean duties,San Francisco,California,37.78007889,-122.42015839
314,technology associate edmc help customers equipment checkouts maintain equipment,San Francisco,California,37.78007889,-122.42015839
315,store keeper assistant rita hernandez clean white board white wall sort distribute mail operate pallet jack carry deliver package pound pick trash break throw away box work team stock multiple printers copiers,San Francisco,California,37.78007889,-122.42015839
316,intern sfmta data entry file sort paper check quality items match receive open mail workers calculate bill receive company,San Francisco,California,37.78007889,-122.42015839
317,host cafeteria boston utilize customer service skills greet guests seat table efficiently plan seat chart organize wait list answer telephone book reservations use opentable open close restaurant etc,Boston,Massachusetts,42.35899353,-71.0586319
320,truck driver bill truck tow drive tow truck,Kalamazoo,Michigan,42.28977585,-85.58467865
326,java developer tech mahindra pvt ltd develop graphical user interface code client server side perform necessary code change depend change request prepare impact analysis document code change perform manual well automation test check sanity application,"Mumbai, Maharashtra, India",,18.96904755,72.82118225
327,temporary worker hitachi america capital ltd carry miscellaneous task manager,Brisbane,California,37.68267059,-122.40052032
330,resident advisor san jose state university house service advise manage assist college freshman academic school year also hold events program first year students collaboration campus organization resources san jose state university,San Jose,California,37.33479309,-121.88814545
340,caregiver home supportive service bath groom feed cook shop bill medication,Richmond,California,37.93786621,-122.34314728
341,dishwasher prep cook tofu village,San Francisco,California,37.78007889,-122.42015839
343,waitress bartended tune inn greet customers upon arrival serve order drink assist bartender prepare order collect bill amount customers part table service assist customer service restaurant bookkeeping,Washington,District of Columbia,38.89206314,-77.01991272
355,school admin child unique work office put file together collect payments watch children create school list allergy roster etcbarista shift supervisor starbucks open store handle money safe make beverages handle food put order away place workers need,Alameda,,37.76533508,-122.24187469
361,host cashier walt disney company disney big company work everything walt disney world park resort,Orlando,Florida,28.53833008,-81.37887573
362,team member kfc serve customers take order manage till clean restaurant cook materialteam member chadwicks construction providers serve customers take order manage till,"Wexford, Ireland",,52.33922958,-6.4600358
365,intern san francisco plan department create file system organize document use office machine,San Francisco,California,37.78007889,-122.42015839
366,volunteer barback hop hominy help behind friends bar days clean table glass organize glass cut fruit retrieve bottle set patrons,San Francisco,California,37.78007889,-122.42015839
370,social media research intern chute copywriting edit publish high quality content chute blog manage several social media sit include general upkeep linkedin twitter facebook instagram increase web presence exponentially followers update content research compile market materials statistics infographics part head team charge event logistics november visual revolution summit nyccampus day leader office undergraduate admissions facilitate positive experience prospective university michigan students families presenter panelist interactive tour guide gain strong public speak skills,Ann Arbor,Michigan,42.28141785,-83.74847412
372,none none none,San Francisco,California,37.78007889,-122.42015839
373,server lido restaurant meet customers get order complete request,"Minsk, Belarus",,53.897686,27.54942131
378,cashier server pastry cupboard provide prompt efficient friendly quality service time quickly remove debris accumulate food consistently maintain clean service area maintain stock level prevent shortages critical items,San Francisco,California,37.78007889,-122.42015839
384,server fishermans pizza greating customers take order set table bring beverages dish collect money customers order sweep table,San Francisco,California,37.78007889,-122.42015839
391,server merritt restaurent bakery serverserver franciscos restaurant start busier work way server,Oakland,California,37.80482864,-122.2724762
394,cook caitlin olmstead cook prerp food,San Francisco,California,37.78007889,-122.42015839
397,student aide omie beacon center walk around school check school counselors see need assistance,San Francisco,California,37.78007889,-122.42015839
400,none none none,San Francisco,California,37.78007889,-122.42015839
401,server florist vibrant table provide quality food beverage service cater events assist decorate assemble floral set events work back house food prep dishwashing,Portland,Oregon,45.51601791,-122.681427
404,senior supervisor mezzaluna restaurant take order serve food drink make sure guest certisfild,"Bangkok, Thailand",,13.75395775,100.50224304
405,event advisor xtremem fun set manage theme birthdays celebrations,San Diego,California,32.71575928,-117.16381836
406,server bartender mixologist wolfgang puck greet customers take order food drink prepare drink serve drink food,Los Angeles,California,34.05223846,-118.24334717
408,service clerk boudin bakery ring customers clean areas greating customersbuser restaurant kvartal help bartenders foodruners waiters clean table,San Francisco,California,37.78007889,-122.42015839
421,esl instructor ysc instructor teach english elementary school children south korea,"Geoje, South Korea",,34.84999847,128.58299255
437,guest bartender infusion lounge make serve drink san franciscos top nightclub able keep calm pressure,San Francisco,California,37.78007889,-122.42015839
441,server samaria cafe serve food memorize order light cleanup handle multiple dish,Tampa,Florida,27.94742393,-82.45877838
448,event staff nikki king work event staff team set work break events fast pace physically demand work environment efficient get task hand complete work within team able communicate get along fellow employees,Alameda,California,37.76533508,-122.24187469
452,bartender brunos night club set break bar maintain fully stock bar time make drink clients business hours keep credit card tabs monitor clients drink consumption remember long list drink speed bartend stay sync second bartender stay professional friendly time twice month bartend private events bartender peoplebartender rotunda neiman marcus set break bar create daily drink specials take food drink order work wed party private events work closely servers kitchen ensure top quality customer service,San Francisco,California,37.78007889,-122.42015839
453,office assistant thornton dental assist basic office task file set appointments keep office clean,Fremont,California,37.55020142,-121.98082733
460,student assistant university san francisco office manage office employee work clearance file various type bill invoice debit credit memos university campus branch campuses include san jose sacramento pleasanton santa rosa create new file system monthly vehicle inspections gas receipt logbook vehicles cars total operate pinnacle program use manage universityâ phone bill,San Francisco,California,37.78007889,-122.42015839
467,package handler fedex express sort package accord location stack planteam leader caffino sales associate provide customer service cashier work maintain stock counter barista make drink maintain cleanliness store team lead handle bank deposit every morning look coworkers maintain inventory stock product shipments,San Francisco,California,37.78007889,-122.42015839
469,dessert prep cook kensington assist live home currently work dessert chef duties include learn residents like turn dessert enjoy learn creative create presentations make desserts appealinside sales associate hinds realty inc charge call future clientele bring office also help struggle homeowners resolve financial issue mean get loan modification short sell home,Martinez,California,38.01899338,-122.13485718
470,teacher champion extend learn write implement curriculum extend kindergarten program,San Bruno,California,37.62727737,-122.41614532
471,bartender north upscale din service weddings private party mixology,Newport,Rhode Island,41.49634933,-71.3082428
476,write consultant mill college provide one one support academic write subject train undergraduate write center tutor organize revise handouts use write consultants tutor,Oakland,California,37.80482864,-122.2724762
477,sales driver office clerk dry clean cold call via door door sales manage customer order account order organize distribute market materials train supervise new employees,Dublin,California,37.71008301,-121.92700195
480,secratary anastas floor sevices answerin phone file paperwork,Concord,California,37.97910309,-122.03133392
482,sales soma intimate,Pleasanton,California,37.65843582,-121.8769989
484,office assistant everest mwamba investments answer question prospective renters available properties rental applications also handle maintenance request make sure property owners tenant get prompt attentive serviceadministrative clerk census sign job seekers employment test census also take many call angry residents always address question concern friendly professional manner temporary position temporary office,San Francisco,California,37.78007889,-122.42015839
492,deli line retail supervisor pasta shop responsible supervise staff store responsible open close store cash register serve fresh quality food knowledgeable product within store,Berkeley,California,37.8690567,-122.27046204
493,server customer service discovery bay country club multi task wait customers cocktail,Discovery Bay,California,37.90865326,-121.60040283
494,bartender claim jumper bartending duties,Wheeling,Illinois,42.13138962,-87.92971802
495,warehouseman sales associate target help customers pull restock products back room replenish shelve,Livermore,California,37.67591476,-121.75886536
496,bartender molloys create events help order clean stock bar serve drink,Colma,California,37.68072891,-122.45287323
501,learn advocate love never fail mentor risk minors,Dublin,California,37.71008301,-121.92700195
507,cashier drive thru attendant food prep dishwasher cook wienerschnitzel take customers order accuracy tend drink order give food check correct items prep kitchen stock fridge dishwashing clean nightserver host cashier los portales restaurant greet seat customers take recommend food order customers tend drink appetizers frequently check customers need modification check accuracy check charge along clean dish wash food prep responsibilities along clean din area,Santa Clara,California,37.3523941,-121.95307922
508,server bartender log cabin restaurant professionally serve table smile face make sure every order correct also make cocktails pour beer lot compliment,Big Bear Lake,California,34.24351501,-116.89942932
510,server village sherman oaks take order serve residents clean din room kitchen,Los Angeles,California,34.05223846,-118.24334717
511,crew mcdonalds cashier order taker food presenter kitchen grill fry station stock,San Jose,California,37.33479309,-121.88814545
515,interim production manager zach theatre interim production manager zach theatre austin sept june cast hire contract negotiation aea regional theatre support artistic director artistic staff produce show season oversee aspects production process design implementation produce detail production schedule lead weekly production meet oversee facility property set rentals handle purchase order production materials oversee volunteer development project execution arrange travel accommodations facilitate need guest artists actors work along side notable industry leaders produce workshop original work anna deveare smith leonard foglia steven dietzasst foh manager bartender nellys mexican cantina asst foh manager bartender aug july nellyâ mexican cantina texarkana assist hire development foh staff implement prepare drink recipes handle guest complaints effective problem solve assist market book nightly entertainment,San Marcos,Texas,29.88208389,-97.93998718
518,assistant manager auto network svc help orgaganize file digitize paper work greet guests walk office translate english spanish necessary,Los Angeles,California,34.05223846,-118.24334717
519,server cashier party staff inc serve formal style serve buffet set break events buss,Campbell,California,37.28765869,-121.94242859
520,server love first slice make pizzas take order serve order cashier,Newark,California,37.54081345,-122.03339386
522,server chilis start host work way togo host full time server wait table bus table run food also take care payments,Mountain View,California,37.3900795,-122.08139038
534,waitress bartender coconuts caribbean cuisine bartender waitresswaitress san jose bowl center waitress,San Jose,California,37.33479309,-121.88814545
537,server olive garden chief responsibility servers olive garden take order serve customers ensure primary requirements every customer accommodate servers must make sure operate standards restaurant come food handle preparation observe throughout shift servers also expect provide suggestions customers order food beverages must implement one hundred percent customer service satisfaction apart customer service servers handle transactions must also able relay food order kitchen efficient manner make sure every food order process accordinglyserver server trainer cocos bakery restaurant provide excellent customer service every patron encounter pre bus cash handle run food take order serve alcohol maintain store cleanliness,San Bernardino,California,34.10831833,-117.2940979
539,lead server vista sunnyvale ensure person get best customer service provide help staff experts anything require well take inventory bar items banquet events setup breakdown depend time event open restaurant time clean bar restaurant area,Sunnyvale,California,37.3736763,-122.03657532
541,server host old capital grill sit guest take order run foodhost fox hound greet sit guest run food check ids,Golden,Colorado,39.74967194,-105.21601868
543,groggys food truck chris oneil groggys team member cashier handle cash exchange take order provide customer service also food prep would prep order help speed process cook,San Diego,California,32.71575928,-117.16381836
550,sales associate nautica provide customer service customers arrange back prepare store week black friday black friday weekend cooperate workers managers maintain store cleanliness help customers find look,Milpitas,California,37.43076324,-121.89751434
554,server montego bay open close restaurant need train new hire pos menu items courteous polite guests deal complaints professional manner work team provide quality customer service guests maintain order accuracy repeat order back guests supervise end shift side work responsibilities workers maintain professional apperance,Panama City Beach,Florida,30.23050308,-85.88933563
555,first grade teacher bartholomew school teach classroom consist students differentiate instruction order meet need learners assess student progress variety ways include performance base items project experiment portfolios utilize smartboard technology implement engage lessons actively serve variety school committees task force focus curriculum development fundraise home school communications,Bethesda,Maryland,38.98485565,-77.09268951
558,host server corner store restaurant greet customers walk restaurant take food beverage order expedite serve food drink restock supply set patio come early set lunch answer question run foh lunch use aloha pos system cash handle,San Francisco,California,37.78007889,-122.42015839
559,waitress milagros provide excellent customer service answer question pertain food drink menu take correct food beverage order deliver food beverages correct table enter order pos aloha computer system create guest connections ensure return,Redwood City,California,37.48049927,-122.21527863
563,server cucina venti serve food drink bartend run food bus table cocktail,Mountain View,California,37.3900795,-122.08139038
565,customer service cashier walmart supercenter return exchange cashier deal customer concern complaints sales floor associate,Gilroy,California,37.00536728,-121.57352448
568,account receivable specialist sterling transportation responsible collection bill business clients preparation review process email clients invoice perform credit application process new customers,Los Angeles,California,34.05223846,-118.24334717
570,none none none,NONE,,44.9379921,7.54018497
573,clerk macro pro inc,Long Beach,California,33.77171326,-118.18131256
581,market director assistant air systems attend customers person phone,Carmichael,California,38.63660431,-121.32726288
582,bead weave teacher legendary bead teach people make charm use various weave materials teach every week pay amount students,Santa Rosa,California,38.43969727,-122.71564484
584,representative vector market great people skill strong charismatic able communicate customers make appointments make sales,Chino,California,34.01097107,-117.6892395
587,none none none,none,,44.9379921,7.54018497
591,sales associate express cashier sales visions team stockroom stylist customer service,San Jose,California,37.33479309,-121.88814545
596,server pampas use suggestive sell sell techniques improve sales average maintain minimum weekly train wine spirit cocktails fine din etiquette present pour wine guests handle buyout events upwards people assist refill maintain cleanliness standards ensure guests leave smileserver certify trainer buca beppo certify trainer responsible train new hire basic serve skills menu knowledge cash management server basic duties involve strong multitasking skills strong sense urgency cohesive team environment responsible manage banquet large party menu order events ensure guest satisfaction,Palo Alto,California,37.44510269,-122.16036224
606,server mangos taqueria cantina restaurant take order use pos system offer great customer service assist buss table set table open close restaurant assist train new hire side work fast pace work environment,San Francisco,California,37.78007889,-122.42015839
610,type,iran,,32.6475296,54.56435013
613,server waitress busser cashier turkish kitchen serve meals take order clean table restock drink clean cashier etc,Berkeley,California,37.8690567,-122.27046204
615,retail sales alterations associate uniqlo proactively clarify inform customers menu hem procedures provide honest opinions ask uphold company best interest categorize pant four section retain minimum two hour turnover time arrange finish pant date transaction number simple retrieval,Daly City,California,37.69111252,-122.47222137
616,server apple bee restaurantserver koi palace restaurant,San Francisco,California,37.78007889,-122.42015839
618,server clubhouse bistro crown plaza greet customers arrive manage seat arrangements provide menus take order serve food beverages offer welcome drink customers take order deliver food ensure accuracy speed order assist kitchen need clean buss table need,Foster City,California,37.56188202,-122.26644135
620,server ihop restairant help manage organize group employees work customers ensure provide order correctly well make fallow call ensure acomplished goal make experience flawless take customers order pop,San Antonio,Texas,29.4251709,-98.49461365
621,shite leader pizza hut take order answer phone cashier make pizza cut pizza,San Francisco,California,37.78007889,-122.42015839
627,sales associate retail order virgs land would handle sales face face people interactions shop well talk people phone answer question take reservations fish trip also office work organize file respond email check stock well order,Morro Bay,California,35.36594391,-120.8500061
